Name,Category,Phone,Address,City,Zipcode,Website,AdditionalInfo
Aridell Mitchell Home,Housing Assistance,(206) 323-7409,1502 E Yesler Way Apartment 2,Seattle,98122,http://www.aridellmitchellhome.org,"Operates transitional housing in self-contained apartments for teen parents, ages 13 through 18, and their children; Two-year maximum stay."
Arion Court Apartments,Housing Assistance,(206) 343-1375,1814 Minor,Seattle,98101,,Permanent SRO housing for homeless individuals. Accepts people with a criminal History. No Felonies (committed) in the last 3 years. Accepts applications from soon to be released people. Must be 18 years old. All units are subsidized Section 8.
Arise / South King County Family Center,Housing Assistance,(253) 854-0077,1229 W. Smith St.,Kent,98035,,"ARISE offers shelter to homeless men in Renton during the fall and winter months, along with emergency financial aid, education, and interpersonal and employment counseling. Toll Free (800) 722-3479 TDD: (253) 850-2503. A multi-service bra"
Ascona Apartments,Housing Assistance,(206) 682-8480,200 5th Ave S.,Seattle,98104,,Affordable housing. Low Income
Atlantic Oxford (Men’s),Housing Assistance,(206) 365-4465,735 NE 198th Street,Shoreline,98155,http://www.waoxfordhouse.org/,Oxford House provides independently run residential housing for clean and sober men. Single and double rooms rented. House is all male. Children are allowed to visit. Houses are not generally handicapped accessible. Average 30 days sobri
Atwood Apartments,Housing Assistance,(206) 728-1248,104 Pine Street,Seattle,98104,,Low cost apartment in downtown Seattle area. Age 65 +. Fees 30% of income. One months rent in advance. Elevator. Utilities are included. Low Income
Auburn Manor Apartments,Housing Assistance,(253) 735-0853,950 14th Street NE,Auburn,98002,,"Section 8 family housing 25 two and three bedroom units for families. Family, Low Income"
Auburn Taylor House,Housing Assistance,(253) 691-7463,1301 37th Street SE,Auburn,98002,,"Please note Taylor Houses does not accept any murder, arson, sex offence, assault 1, or assault 2 charges or convictions. Ideally, you should write to these agencies about ten months prior to your Expected Early Release date. You must provi"
Auburn Youth Resources - Severson House,Housing Assistance,(253) 804-8866,Auburn,,,,"Operates transitional housing for homeless teen males, ages 15 through 17."
Boylston Hotel,Housing Assistance,(206) 325-0836,1517 Boylston Ave.,Seattle,98101,,"Affordable housing. Women, Men, Low Income"
Avondale Transitional Housing For Families,Housing Assistance,(425) 883-0150,18435 NE 95th Way,Redmond,98052,http://www.ccsww.org,"Provides transitional housing and case management for homeless families; stays up to 1 year; priority given to Bellevue, Kirkland and Redmond residents."
Central Area Motivation Program (C.A.M.P.),Housing Assistance,(206) 812-4952,722 18th Ave,Seattle,98122,http://www.campseattle.org/index.htm,Low income residents of the central and Rainier Valley. Emergency cold-weather motel vouchers during winter months (November to March) for families with children under 18. Family Shelters and emergency housing. Ex-Offender Re-entry program. Services i
Ballard Oxford (Men’s),Housing Assistance,(206) 706-9456,2843 NW 69th Street,Seattle,98107,http://www.waoxfordhouse.org/,Oxford House provides independently run residential housing for clean and sober men. Single and double rooms rented. House is all male. Children are allowed to visit. Houses are not generally handicapped accessible. Average 30 days sobri
Ballinger - Oxford House - (Men’s),Housing Assistance,(425) 640-2681,22807 - 76th Avenue We,Edmonds,98026,http://www.waoxfordhouse.org/,Oxford House provides independently run residential housing for clean and sober men. Single and double rooms rented. House is all male. Children are allowed to visit. Houses are not generally handicapped accessible. Average 30 days sobrie
Because U Deserve It (B.U.D.I.),Housing Assistance,(206) 988-4990,Burien,,98148,,Low Income
Bell Tower Apartments,Housing Assistance,(206) 443-4484,2215 First Ave.,Seattle,98109,,"Ages 65+, Rent 30% of income, One month rent in advance, Elevator and utilities included. Low Income"
Bellevue Police Department,,(425) 452-7853,11511 Main St,Bellevue,98009,http://www.cityofbellevue.org/page.asp?,"Has LIMITED motel vouchers available for Bellevue area residents; Check ELIGIBILITY, SERVICES TO APPLY."
Belltown View,,(206) 443-9935,2407 1st Ave.,Seattle,98121,,Call or write for availability and information
Benson East Duplexes,Housing Assistance,(253) 852-0834,10945 SW 223rd Street,Kent,98031,,"Section 8 family housing. Family, Low Income"
Benson Taylor House,Housing Assistance,(253) 691-7463,24518 104th Ave. SE,Kent,98031,,"Please note Taylor Houses does not accept any murder, arson, sex offence, assault 1, or assault 2 charges or convictions. Ideally, you should write to these agencies about ten months prior to your Expected Early Release date. You must provi"
Berkley House,Housing Assistance,,1213 Union St.,Seattle,,,31 Furnished units of affordable housing. Community living environment. Laundry facility on site. Utilities and basic cable included. Walking distance from shopping. On bus line. Low Income
Bethlehem House,Housing Assistance,(206) 694-6700,P.O. Box 31151,Seattle,98103,www.tomrfreemontpublic.org,"Homeless Family Housing for up to three months. Hours 24hrs / 7 days a week. Administers transitional housing for families of seven or more people for up to six months; Assistance with basic needs and referrals to permanent housing. Family, Homele"
Bishop Lewis Work Release,,(206) 464-7000,703 8th Ave.,Seattle,98104,,"Bishop Lewis Work Release is a sixty-nine bed male facility that houses state offenders, county offenders, community corrections violators, and other offenders sanctioned by Department of Corrections hearing officers. The primary goal is deve"
Bitter Lake Family Housing,Housing Assistance,(206) 223-1300,600 N. 130th Street,Seattle,98133,,"Housing for homeless, pregnant women, single mothers through Prenatal Treatment Services. Women, Low Income"
Auburn Youth Resources - South King County Youth Shelter,Housing Assistance,(253) 833-5666,Auburn,,,,"Provides shelter for homeless youth, ages 10 through 17, in South King County; Written parental consent required for 8-plus hour stay."
Franklin Hotel,Housing Assistance,(206) 767-4058,2215 First Ave.,Seattle,98121,,A total of $1250.00 is needed to move in. $595.00 a Month. First and last months rent required. Damage deposit and application fee required. Low Income
Center Park Housing,Housing Assistance,(206) 320-0756,2121 26th Ave. South,Seattle,98144,,Housing Authority Complex for Seniors and Disabled Persons. Wheelchair Accessible. Fees: 30% of income
Evanston House,Housing Assistance,(206) 525-1213,10539 Evanston Ave. N,Seattle,98133,,Rent is based on 30% of resident monthly income (minimum $40.00) and requires a $100.00 security deposit to move in.
Family and Adult Service Center,,(206) 441-8405,P.O. Box 12937 2013 3rd Ave Fa,Seattle,98111,http://www.fasconline.org,"Day center for the homeless, men, women, and families provided free shelter, meals, clothing, hygiene, and laundry. Open to all without discrimination. Overnight Shelter for 75."
Family Services,Housing Assistance,(206) 826-3052,1307 E Spring,Seattle,98122,http://www.family-services.org,Provides child care for homeless children at shelters and transitional housing sites in Seattle.
Family Services,Housing Assistance,(206) 826-5050,,Seattle,,http://www.family-services.org/,"Building healthy families and strengthening the community by helping people overcome barriers to success, offering support in homelessness, domestic violence, and mental health."
Family Support Services,Housing Assistance,(253) 850-2516,,Kent,,,"Emergency financial aid for low-income clients needing shelter, food, rental assistance, utilities, and transportation assistance."
Federal Way Community Caregiving Network/FUSION,Housing Assistance,(253) 927-1904,P.O. Box 4717 Church of the G,Federal Way,98003,,Provides transitional housing and support services to homeless women and their children.
Fifth Step House,,,1429 NW 51st Street,Seattle,98107,,Call or write for more information and availability.
First Avenue Service Center Family Center,Housing Assistance,(206) 441-8405,2013 Third Avenue,Seattle,98104,,"Emergency day shelter for families with children under 18, resource for diapers, children's clothing, etc."
First Place,Housing Assistance,(206) 323-6715,P.O. Box 22536,Seattle,98122-,http://www.firstplaceschool.org,Offers housing and extensive case management services to families with children; 12-month program with Section 8 voucher available.
Foster Greens - Taylor House,,(253) 691-7463,13615 52nd Ave. S.,Tukwila,98188,,"Does not accept certain criminal convictions, contact agencies 10 months prior to Expected Early Release date."
Franchette Williams Pioneer Residential Property,,,740 West Margi,Tukwila,98108,,"Contact agencies 10 months prior to Expected Early Release date, provide complete disclosure of criminal history."
Emergency Shelter Vouchers,Housing Assistance,,1055 S Grady W,Renton,98055,http://www.ci.renton.wa.us,Has LIMITED vouchers available for Renton area residents; check ELIGIBILITY and SERVICE DESCRIPTION.
Franklin Apartments,,(206) 448-7974,2316 4th Ave.,Seattle,98109,,Call or write for more information and availability.
Emergency Shelter And Gas Vouchers,Housing Assistance,(425) 486-1254,18410 101st Ave,Bothell,98011,http://www.ci.bothell.wa.us/dept/pd/pdin,Offers LIMITED motel and gas vouchers for Bothell area residents.
Franklin Hotel,,(206) 448-7974,2316 4th Ave S.,Seattle,98121,,Call or write for more information and availability. Requires specific amount for move-in and monthly rent.
Fremont Public Association,,(206) 694-6700,P.O. Box 31151 1501 N. 45th St,Seattle,98103,http://www.fremontpublic.org/index.html,"Services include food, shelter, transportation, and special services for seniors and disabled persons."
Fresh Start Housing,Housing Assistance,(253) 627-0212,813 S. 11th St,Tacoma,98405,www.fresh-start-housing.org,"Provides housing for men only with clean and sober locations, random UA's required."
Friends Of Youth - Redmond,,(206) 236-5437,16225 NE 87th St #A6,Redmond,98052,http://www.friendsofyouth.org,Provides shelters for homeless and runaway youth for up to 30 days.
Friends Of Youth - The Landing,,(425) 869-6490,14230 Bel Red Rd,Bellevue,98007,http://www.friendsofyouth.org,Operates a shelter for Eastside young adults with case management services.
Frye Apartments,Housing Assistance,(206) 405-4506,223 Yesler Way,Seattle,98104,http://www.cityofseattle.net/humanservic,Transitional housing in downtown Seattle area with various amenities and shelter beds for women.
Furlan Oxford (Men's),,(206) 306-2488,"18907 11th Avenue, NE",Shoreline,98155,http://www.waoxfordhouse.org/,"Provides residential housing for clean and sober men, now available for women with children."
Fusion,Housing Assistance,(425) 226-1266,PO Box 23934,Federal Way,98093,http://www.fusionfederalway.org,Provides transitional housing for homeless women and their children with support services.
Gethsemane Community Services,,(206) 682-3620,911 Stewart St,Seattle,98101,http://www.urbanfaith.org,"Issues vouchers for shelter stays and provides food sacks, mail service, and local phone use."
Glen Hotel Apartments,Housing Assistance,(206) 467-0646,1413 3rd Ave,Seattle,98104,,Permanent SRO housing for homeless individuals.
Green Acres Taylor House,Housing Assistance,(253) 691-7463,2621 S. 298th Street,Federal Way,98003,,"Does not accept certain criminal convictions, contact agencies 10 months prior to Expected Early Release date."
Greenlake Oxford (Men’s),,(206) 523-3374,8231 Wallingford Ave. N,Seattle,98103,http://www.waoxfordhouse.org/,"Provides residential housing for clean and sober men, children allowed to visit."
Franciscan Apartments,,(206) 431-8001,15237 21st Ave SW,Burien,98166,,Call or write for more information and availability.
Dorothy Day House,Housing Assistance,(206) 374-4364,106 Bell St.,Seattle,98121,,"Transitional housing for women only, service-enriched permanent housing for formerly homeless women."
Central Area Motivation Program (C.A.M.P.),,(206) 812-4940,722 18th Ave,Seattle,98104,,Ex-offender assistance programs.
Chamberlain House,,(206) 329-5175,1515 Belmont Ave.,Seattle,98122-,,40 furnished units of affordable housing in a community living environment.
Crown Hill Oxford (Men’s),,(360) 735-9248,8053 - 11th Avenue NW,Seattle,98117,http://www.waoxfordhouse.org/,"Provides residential housing for clean and sober men, children allowed to visit."
Curben Hotel,Housing Assistance,(206) 255-3705,1726 Summit Ave. Suite,Seattle,98122,,"Housing and shelter services available, call or write for more information."
DAHRT / Disabled Americans Have Rights Too,Disability Assistance,(206) 241-1697,"616 SW 152nd Street, Suite C",Burien,98166,www.dahrt.org,"Volunteer organization for disabled individuals providing referrals, advocacy, and free information on available services."
Dalton House,,,3803 S. Edmunds,Seattle,,,"27 furnished units of affordable housing with private kitchens, laundry facilities, and utilities included."
Dashpoint Taylor House,Housing Assistance,(253) 691-7463,29849 9th Ave. SW,Federal Way,98023,,"Does not accept certain criminal convictions, contact agencies 10 months prior to Expected Early Release date."
Delridge Neighborhoods Development Association,Housing Assistance,(206) 923-0917,5411 Delridge Way SW,Seattle,98106,,"Preserves and develops housing in a cost effective manner for low/moderate income families, seniors and individuals. DASH specializes in providing workforce housing and has strong ties to the business community."
Denice Hunt Townhomes,Housing Assistance,(206) 443-9935,620 N. 85th Street,Seattle,98103,,Located on the corner of Fremont Ave. and North 85th Street in the Greenwood area.
Denny Park Apartments,Housing Assistance,(206) 443-9935,230 8th Ave. North,Seattle,98109,,Handicap-accessible units available.
Des Moines Taylor House,Housing Assistance,(253) 691-7463,26605 18th Place S.,Des Moines,98198,,"Please note Taylor Houses does not accept any murder, arson, sex offence, assault 1, or assault 2 charges or convictions. Ideally, you should write to these agencies about ten months prior to your Expected Early Release date."
Division of Developmental Disabilities,Disability / Medical Assistance,(206) 545-6675,9620 Stone Ave. North,Seattle,98103,,"Adults with Developmental Disabilities. Contact hours (Main Office) Monday through Friday 8:00am - 5:00pm. Low-moderate, above moderate income persons."
Emma McRedmond Manor,Disability / Medical Assistance,(425) 869-2424,7960 169th Ave NE,Redmond,98052,,Housing for elderly and people with disabilities.
Domestic Violence Advocate,Domestic Violence Assistance,(206) 248-6136,King County Sheriffs Off 14905 6th Ave S,Burien,98166,http://www.metrokc.gov/sheriff,Provides crisis intervention and assistance in locating shelter for domestic violence victims who are residents of SeaTac.
Greenwood House,Housing Assistance,(206) 443-9935,8808 6th Ave. NW,Seattle,98117,,Permanent housing for homeless women. 9 individual units in one house.
Dove House - Youth And Outreach Services,Housing Assistance,(206) 723-5513,,Seattle,,http://www.yaosdove.org,"Offers transitional housing and case management for homeless girls, ages 16 - 18; Afri-ethnic focus; does not accept pregnant teens."
Downtown Emergency Service Center,Housing Assistance,(206) 464-1570,515 Third Avenue,Seattle,98104,www.desc.org,"Provides shelter for single men and women (18 and older). Doors close at 5:00pm, but referrals accepted at later times. A daily meal is provided at night for people staying overnight. Shower facilities are available."
Downtown Emergency Service Center,Housing Assistance,(206) 264-7567,517 3rd Ave,Seattle,98104,,"Priority clients: women, single men over 60, individuals with major mental illnesses, disabilities, chronic addictive illnesses, or serious health problems."
East King County Family Center - Catholic Community Services,Family Support,(425) 284-2211,12828 Northrup Way,Bellevue,98005,,"A multi-service branch of Catholic Community Services that offers assistance in the forms of family support, housing, emergency services, counseling, and services for people with disabilities."
Eastside Interfaith Social Concerns,Shelters,(206) 525-1213,P.O. Box 662,Bellevue,98009,http://www.churchcouncilseattle.org/sub,"Sixty interfaith congregations and 3,000 volunteers provide a shelter, meals, and job and life skill assistance. Twelve congregations donate heated sleeping space and kitchen."
Eastside Interfaith Social Concerns Council,Shelters,(425) 749-8369,PO Box 662,Bellevue,98009,,"Offers shelter for up to 60 days for homeless Eastside men, 18 years and older; provides food and bus tickets; screening is done by Eastside agencies."
EDVP: My Friend’s Place,Assistance Program,(425) 562-8840,,Bellevue,,,"Accepts People with a criminal history. There are not any restrictions on certain crimes. Accepts applications from soon to be released people. Eligibility requirements: Domestic violence in background, chemically dependent, homeless."
El Centro de le Raza,Housing Assistance,(206) 329-9442,2524 16th Avenue South,Seattle,98144,http://www.elcentrodelaraza.com/index.h,"Case Management, Transitional Housing, Mutual Housing, Senior Services, Food Bank and Hot Meal Programs, English as a Second Language, Lifetime Fitness Program, Basic Health Sponsorship Program, Free Legal Advice. Assists Latino and low-income homeless families."
Elbert House,Disability / Medical Assistance,(425) 747-5111,16000 NE 8th St.,Bellevue,98008,,Housing for elderly and people with disabilities.
Elliott House LLC,Housing Assistance,(253) 210-2120,P.O. box 391,Black Diamond,98010,,Elliott house is a limited liability corporation who manages rental property in the Puget Sound area. Specializing in the operation of clean and sober households.
Domestic Abuse Women's Network,Domestic Violence Shelter,(206) 622-1881,Confidential,Seattle,,http://www.dawnonline.org,Provides a confidential shelter for women with or without children who are fleeing from domestic violence; intake is available 24 hours daily.
Agape Outreach,,,1511 NW 64th,Seattle,98107,,
Champion House,Housing Assistance,(425) 644-4477,1800 145th Place SE,Bellevue,98007,,Call or write for information and availability
Williamsburg Court Apartments,Housing Assistance,(206) 623-1735,1007 Stewart Street,Seattle,98101,,Low cost apartments in downtown Seattle area
Wintonia Apartments,Housing Assistance,(206) 467-1878,1431 Minor Ave,Seattle,98101,,Low income persons and families. Subsidized housing for the homeless. Half of the units are reserved for alcoholics in recovery.
Women’s Referral Center,Women's Assistance,(206) 770-0156,2030 3rd Ave.,Seattle,98121,,Open from 6:00pm - 9:00pm
"Women's Housing, Equality and Enhancement League",Women's Assistance,(206) 956-0334,P.O. Box 2548,Seattle,98111,,WHEEL is a non-hierarchical and grassroots organizing effort of homeless and formerly homeless women.
Womens Referral Center,Women's Assistance,(206) 770-0156,Angeline's Center at Opp 2030 3rd Ave,Seattle,98121,http://www.noelhouse.org,"Provides nightly shelter referrals for single women, ages 18 and older; Hot meal served 6:00pm - 7:00pm. Limited showers, hygiene supplies; Mail and phone messages."
Young Adult Shelter,Youth Assistance,(206) 632-1635,1415 NE 43rd Street,Seattle,98105,,"University Methodist Temple 15th NE and NE 43rd (alley entrance). Shelter for age 18-25. Open at 9:00pm (first come, first served). Referrals, etc. available, but no strings attached. ID may be required especially if you look near the high end of the age."
"Youth Advocates, Inc.",Youth Assistance,"7509 Aurora Avenue N, Seattle 98103",,,,,"Provides a five-day program to stabilize behavior, resolve conflicts when possible, and determine long-term residential and mental health requirements."
Abused Deaf Womens Advocacy Services,Domestic Violence Shelter,(206) 236-3134,"4738 11th Ave NE, Seattle",98105,,http://www.adwas.org,"Provides a private safe home for abused single women and women with children who are Deaf, Deaf-Blind, and hard-of-hearing."
White River Garden,Housing Assistance,(253) 735-8800,12 'B' Street,Auburn,98002,,24 Units for individuals and couples
Adams Apartments,Housing Assistance,(206) 443-1464,308 Bell Street,Seattle,98104,,Low Cost Apartment in Downtown Seattle. $320.00 - $450.00 a Month. One month rent in Advance. Utilities are Included.
Welcome Home Society,Housing Assistance,(206) 365-1400,13549 Aurora Ave N,Seattle,98133,http://www.welcomehomesociety.net,"Offers long-term housing and support for adults, ages 19 and older, serious about changing their lives; An abstinence-based structured learning program."
AIDS Housing of Washington,Housing Assistance,(206) 322-9444,2014 E. Madison St. Ste,Seattle,98122,http://www.cfd.wa.gov/CharityGuide,We work to give people with AIDS the foundation for stabilizing their lives: a home. We develop HIV/AIDS housing locally and share knowledge nationwide.
Aki Kurose Village,Low Income Housing,(206) 443-9935,11506 Stone Ave. North,Seattle,98133,,Low Income Housing
Alaska House,Housing Assistance,(206) 935-0520,4545 42nd SW,Seattle,98116,,HUD or subsidized Housing for elders or disabled
Algona Taylor House,Housing Assistance,,302 4th Ave. S,Algona,98001,,"Please note Taylor Houses does not accept any murder, arson, sex offence, assault 1, or assault 2 charges or convictions. Ideally, you should write to these agencies about ten months prior to your Expected Early Release date."
Alma Gamble Apartments,Housing Assistance,(206) 443-9935,525 25th Ave. South,Seattle,98144,,Located in the Central Area of Seattle. The twelve section 8 subsidized one bedroom units are available to elderly (over age 62) or disabled 1 - 2 person households
Aloha Inn,Housing Assistance,(206) 283-6070,1911 Aurora Ave. N,Seattle,98109,http://www.alohainn.org,"A transitional housing program for homeless men and women who may stay up to nine months. Management and day-to-day operations are provided by the residents, who are also required to save a minimum of $80.00 per week for permanent housing."
Always Hope / Taylor House,Housing Assistance,(253) 691-7463,10830 SE Kent Kangley,Kent,98030,,"Please note Taylor Houses does not accept any murder, arson, sex offence, assault 1, or assault 2 charges or convictions. Ideally, you should write to these agencies about ten months prior to your Expected Early Release date."
Angeline’s Day Refuge,Shelters,(206) 441-3300,2025 3rd Ave,Seattle,98121,,
Tukwila House,Family,(206) 525-1213,14112 37th Ave. S,Seattle,98168,,2 bedroom in one house
Acres of Diamonds,Housing Assistance,(425) 788-9999,26326 NE Kennedy Dr.,Duvall,98019,http://www.acresofdiamonds.org,"The only transitional house that serves homeless families with single, female heads of households below 30% of the area median income in the Snoqualmie Valley."
Views At Madison - Low-Cost Housing,Housing Assistance,(206) 323-3710,1823 E Madison St,Seattle,98122,http://www.hsdc.org,Offers affordable and transitional housing in 1-3 bedroom apartments; accepts Section 8 vouchers; call or walk in for a screening or information.
Tyree Scott Apartments,Family,(206) 443-9935,4000 MLK Jr. Way S.,Seattle,98108,,21 units
U.S. Department of Housing and Urban Development,Veterans,(206) 220-5101,909 1st Avenue Suite 20,Seattle,98104,,Provides assistance in finding affordable housing.
Union Gospel Mission,Housing Assistance,(206) 622-5177,318 2nd Ave Ext. South,Seattle,98104,,"Shelter for men, no fee. 110 mats available. Ideally, you should write to these agencies about ten months prior to your Expected Early Release date. You must provide them with a complete disclosure of your criminal conviction history."
Union Hotel,Housing Assistance,(206) 587-2460,204 3rd Ave S.,Seattle,98114,,Housing counseling services.
United Friends Group Homes,Disability / Medical,(206) 782-2705,P.O. Box 17017,Seattle,98127,,"Provides long-term residential services to persons having medically diagnosed disabilities attributable to mental retardation, cerebral palsy, autism, or epilepsy."
United Indians of All Tribes Foundation,Low Income,(206) 285-4425,Discovery Park P.O. Box 99100,Seattle,98199,,"We are a multi-service agency that provides educational, social, economic, housing, and cultural services for local Native Americans."
United Indians Youth Home,Low Income,(206) 781-8303,9010 13th Ave NW,Seattle,98117,http://www.unitedindians.com,"Transitional housing and support services for youth 16 through 21, for up to 18 months; serves all youth; Native American and Native Alaskan focus."
United States Mission,Housing Assistance,(206) 781-9113,Seattle,,,,Transitional Housing Provides long-term transitional housing for homeless adults; Includes self-help work program; Requires door-to-door solicitation; Alcohol and drug free.
Urban League of Metropolitan Seattle,Housing Assistance,(206) 461-3792,105 14th Ave,Seattle,98122,http://www.urbanleague.org,Housing counseling services.
William Tell Hotel,Low Income,(206) 443-9196,2327 2nd Ave,Seattle,98104,,Low cost apartment in downtown Seattle Area. $189.00 - $245.00 per month
Victory Outreach Church,Housing Assistance,(206) 244-8184,2035 NW 58th St,Seattle,98107,http://www.victoryoutreach.org,Provides Christian-oriented home for men leaving street life; requires 9-12 month commitment.
Chancery Place Apartments,Housing Assistance,(206) 343-9415,910 Marion Street Suite,Seattle,98104,,Elderly Ages 62 and over and the disabled. Subsidized Housing. No felonies in the last seven years.
Vincent House,Low Income,(206) 682-9307,1423 1st Ave.,Seattle,98109,,Low cost apartments in the downtown Seattle area. Fees: 30% of monthly income
Vine Maple Place,Housing Assistance,(425) 432-2119,PO Box 1092,Maple Valley,98038,http://vinemapleplace.org,"Operates transitional housing for homeless mothers with up to 3 children, age 13 and younger; case management services; serves South King County area."
Vision House / Operation Nightwatch,Housing Assistance,(425) 228-6356,P.O. Box 2951,Renton,98056,http://www.visionhouse.org,Since 1990 Vision House has provided transitional housing with integrated support services to homeless single mothers and their children and separately to homeless single men recovering from drug and alcohol issues. Transitional housing for sing
Waldorf Towers Apartments,Housing Assistance,(206) 622-6666,706 Pike Street,Seattle,98104,,Low cost apartment in downtown Seattle area. Fees: 30% of monthly income. One month rent in advance. 1 bedroom apartment / Studio. Elevator. Utilities are included
Washington Chapter 6 Hotline,Housing Assistance,(206) 528-,754 North 100th Street,Seattle,98133,http://www.waoxfordhouse.org/,"For other houses in King County, also see Chapters 11, 13, and 15. Oxford House provides independently run residential housing for clean and sober men and women. Single and double rooms rented. Houses are either all male or all female. Housin"
Washington Chapter 11 Oxford,Housing Assistance,(425) 458-4524,14201 104th Avenue NE,Bothell,98011,http://www.waoxfordhouse.org/,Oxford House provides independently run residential housing for clean and sober men and women. Single and double rooms rented. Houses are either all male or all female. Housing now available for women with children. Children are allowed to visi
Washington Chapter 13 Oxford,Housing Assistance,(206) 528-3899,King County,Seattle,,http://www.waoxfordhouse.org/,Oxford House provides independently run residential housing for clean and sober men and women. Single and double rooms rented. Houses are either all male or all female. Housing now available for women with children. Children are allowed to visi
Washington Low Income Housing Network,Low Income,(206) 442-9455,1000 8th Ave. Ste. 105,Seattle,98104,www.wlihn.org,Call or write for more information and availability
Way Back Inn Foundation,Family,(425) 432-6766,P.O. Box 621,Renton,98057,http://www.way-back-inn.org/,Way Back Inn's mission is to return dignity to people by providing 90-day transitional housing for homeless families with children 14 years of age or younger.
Victory Outreach Church,Housing Assistance,(206) 244-8184,29126 43rd Ave S,Auburn,98002,http://www.victoryoutreach.org,Provides a Christian-oriented home for women leaving street life; requires 9-12 month commitment.
Youthcare - Straley House,Housing Assistance,(206) 526-9637,Seattle,,,http://www.youthcare.org,"Provides transitional housing for street-involved young adults, ages 18 to 21."
Angletree Apartment,Housing Assistance,(206) 325-9908,1712 Summit Ave,Seattle,98122-,,71 units of affordable permanent housing. Laundry facility on site. Double occupancy. Utilities and basic cable included. Walking distance from downtown. On bus line.
Kenmore Shelter,Low Income,(206) 292-8037,,Bothell,,,Call or write for more information and availability
Kent-Kangley,Shelters,(253) 691-7463,13719 SE 272nd Street,Kent,98042,,There is a $100.00 non-refundable application fee. There is also a $15.00 U.A. deposit that must be on file at all times. Everybody does a minimum of two A.A./N.A. meetings weekly and must the attend house meeting held every week. There is a 10 o'clock
Kent-Kangley2 Taylor House,Shelters,(253) 691-7463,31719 1/2 SE 272nd Stre,Kent,98042,,"Please note Taylor Houses does not accept any murder, arson, sex offence, assault 1, or assualt 2 charges or convictions. Ideally, you should write to these agencies about ten months prior to your Expected Early Release date. You must provi"
Kerner Scott House,,(206) 621-7027,510 Minor Ave. N.,Seattle,98109,,Call or write for more information and availability
King County Crisis Clinic,,(206) 461-3222,2 Not Available,Seattle,,http://www.crisisclinic.org/main.html,"Our objective is to provide immediate and confidential assistance, including information and linkage to community resources, for people in emotional distress and in need of help."
King County Veterans Program,Vetera,(206) 296-7656,F 123 3rd Ave. South,Seattle,98104,,"Veterans and their dependants Monday through Friday 8:30am - 4:30pm Long / Short Term Transitional Housing. Services to incarcerated Veterans Provides housing, utility assistance, transportation and domestic violence / sexual assault advocacy."
Kingsgate Oxford (Men’s),,(425) 242-0126,13019 NE 128th Place,Kirkland,98034,http://www.waoxfordhouse.org/,Oxford House provides independently run residential housing for clean and sober men. Single and double rooms rented. House is all male. Children are allowed to visit. Houses are not generally handicapped accessible. Average 30 days sobr
Kirkland Interfaith,,(425) 576 9531,125 State St,Kirkland,98033,http://www.kithgive.org,"Provides case-managed transitional and permanent housing for homeless individuals, families, or those at risk of being evicted, for up to 24 months."
Julie Apartments,Housing Assistance,(206) 447-5175,1922-1928 9th Ave,Seattle,98101,,"Accepts people with a criminal History No Felonies in the last 5 years, case by case Accepts applications from soon to be released people Some subsidized units No evictions in the last 3 years What is the rent (first/Last/deposit)? 30, 40, or 50% AM"
Youthcare - Pathways Sand Point Transitional Housing For Youth,Housing Assistance,(206) 985-0444,6610 62nd Ave NE,Seattle,98115,http://www.youthcare.org,"Provides youth, ages 14-17, with housing, case management, and other support services."
Jubilee Women's Center,Housing Assistance,(206) 324-1244,620 18th Ave East,Seattle,98112,http://www.cfd.wa.gov/CharityGuide/ww,"Provides transitional housing for single women Our missions is ""to help women make a successful transition to permanent housing, sustainable employment and independent living."""
Youthcare - The Shelter/Threshold Group Home,Housing Assistance,(206) 267-3070,2500 NE 54th St Suite 20,Seattle,98105,http://www.youthcare.org,"Provides emergency shelter and support services for runaway and street youth, ages 12-17."
YWCA,Shelters,(425) 774-9843,6027 208th St SW,Lynnwood,98036,,Provides emergency and transitional shelter for homeless single mothers with children under age 18; Limited motel vouchers.
YWCA East Cherry,Shelters,(206) 568-7841,2820 E. Cherry,Seattle,98122,,Call or write for more information and availability
YWCA Emergency Shelter,Shelters,(206) 461-4888,1118 Fifth Ave,Seattle,98101,http://www.ywcaworks.org,28 days emergency shelter for women with or without children. Meals not provided. Call for screening.
"YWCA of Seattle, King and Snohomish CountiesRenton Regional C",,,1025 S. 3rd St. STE. E,Renton,98055-,http://www.ywcaworks.org/,"""The YWCA serves nearly 50,000 women and families in King and Snohomish counties each year with these critical services: Ending Homelessness, Creating Self-Sufficiency, Caring for Youth and Providing Safe Havens."" Houses homeless one-or t"
Ywca Of Seattle/King County Snohomish County - Family Village,Housing Assistance,(425) 556-1351,16601 NE 80th St,Redmond,98052,,Offers transitional housing with case management for homeless Eastside families with dependent children;
YWCA of Seattle/King County Snohomish County - Opportunity Place,Shelters,(206) 436-8650,"2030 3rd Ave, Seattle",Seattle,98101,http://www.ywcaworks.org,Operates 25-bed women's overflow shelter; 9:00pm - 7:00am Referrals only from Women's Referral Center or Operation Night Watch.
Seattle Emergency Housing Service (SEHS),,(206) 461-3660,905 Spruce St #111,Seattle,98104,http://www.emergencyhousing.org/,"SEHS provides free, on-site resources to help families. Each family in our program is assigned a case manager who meets regularly with them. Families also have access to a food bank, clothing, house wares and transportation assistance. Pa"
